adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level
102814000,102800000,100000000,Nueva Era,Mun
102815000,102800000,100000000,Pagudpud,Mun
102816000,102800000,100000000,Paoay,Mun
102817000,102800000,100000000,Pasuquin,Mun
102818000,102800000,100000000,Piddig,Mun
102819000,102800000,100000000,Pinili,Mun
102820000,102800000,100000000,San Nicolas,Mun
102821000,102800000,100000000,Sarrat,Mun
102822000,102800000,100000000,Solsona,Mun
102823000,102800000,100000000,Vintar,Mun
102901000,102900000,100000000,Alilem,Mun
102902000,102900000,100000000,Banayoyo,Mun
102903000,102900000,100000000,Bantay,Mun
102904000,102900000,100000000,Burgos,Mun
102905000,102900000,100000000,Cabugao,Mun
102907000,102900000,100000000,Caoayan,Mun
102908000,102900000,100000000,Cervantes,Mun
102906000,102900000,100000000,City of Candon,City
102934000,102900000,100000000,City of Vigan,City
102909000,102900000,100000000,Galimuyod,Mun
102910000,102900000,100000000,Gregorio del Pilar,Mun
102911000,102900000,100000000,Lidlidda,Mun
102912000,102900000,100000000,Magsingal,Mun
102913000,102900000,100000000,Nagbukel,Mun
102914000,102900000,100000000,Narvacan,Mun
102915000,102900000,100000000,Quirino,Mun
102916000,102900000,100000000,Salcedo,Mun
102917000,102900000,100000000,San Emilio,Mun
102918000,102900000,100000000,San Esteban,Mun
102919000,102900000,100000000,San Ildefonso,Mun
102920000,102900000,100000000,San Juan,Mun
102921000,102900000,100000000,San Vicente,Mun
102922000,102900000,100000000,Santa,Mun
102923000,102900000,100000000,Santa Catalina,Mun
102924000,102900000,100000000,Santa Cruz,Mun
102925000,102900000,100000000,Santa Lucia,Mun
102926000,102900000,100000000,Santa Maria,Mun
102927000,102900000,100000000,Santiago,Mun
102928000,102900000,100000000,Santo Domingo,Mun
102929000,102900000,100000000,Sigay,Mun
102930000,102900000,100000000,Sinait,Mun
102931000,102900000,100000000,Sugpon,Mun
102932000,102900000,100000000,Suyo,Mun
102933000,102900000,100000000,Tagudin,Mun
603001000,603000000,600000000,Ajuy,Mun
603002000,603000000,600000000,Alimodian,Mun
603003000,603000000,600000000,Anilao,Mun
603004000,603000000,600000000,Badiangan,Mun
603005000,603000000,600000000,Balasan,Mun
603006000,603000000,600000000,Banate,Mun
603007000,603000000,600000000,Barotac Nuevo,Mun
603008000,603000000,600000000,Barotac Viejo,Mun
603009000,603000000,600000000,Batad,Mun
603010000,603000000,600000000,Bingawan,Mun
603012000,603000000,600000000,Cabatuan,Mun
603013000,603000000,600000000,Calinog,Mun
603014000,603000000,600000000,Carles,Mun
631000000,631000000,600000000,City of Iloilo,City
603035000,603000000,600000000,City of Passi,City
603015000,603000000,600000000,Concepcion,Mun
603016000,603000000,600000000,Dingle,Mun
603017000,603000000,600000000,Due?s,Mun
603018000,603000000,600000000,Dumangas,Mun
603019000,603000000,600000000,Estancia,Mun
603020000,603000000,600000000,Guimbal,Mun
603021000,603000000,600000000,Igbaras,Mun
603023000,603000000,600000000,Janiuay,Mun
603025000,603000000,600000000,Lambunao,Mun
603026000,603000000,600000000,Leganes,Mun
603027000,603000000,600000000,Lemery,Mun
603028000,603000000,600000000,Leon,Mun
603029000,603000000,600000000,Maasin,Mun
603030000,603000000,600000000,Miagao,Mun
603031000,603000000,600000000,Mina,Mun
603032000,603000000,600000000,New Lucena,Mun
603034000,603000000,600000000,Oton,Mun
603036000,603000000,600000000,Pavia,Mun
603037000,603000000,600000000,Pototan,Mun
603038000,603000000,600000000,San Dionisio,Mun
603039000,603000000,600000000,San Enrique,Mun
603040000,603000000,600000000,San Joaquin,Mun
603041000,603000000,600000000,San Miguel,Mun
603042000,603000000,600000000,San Rafael,Mun
603043000,603000000,600000000,Santa Barbara,Mun
603044000,603000000,600000000,Sara,Mun
603045000,603000000,600000000,Tigbauan,Mun
603046000,603000000,600000000,Tubungan,Mun
603047000,603000000,600000000,Zarraga,Mun
203101000,203100000,200000000,Alicia,Mun
203102000,203100000,200000000,Angadanan,Mun
203103000,203100000,200000000,Aurora,Mun
203104000,203100000,200000000,Benito Soliven,Mun
203105000,203100000,200000000,Burgos,Mun
203106000,203100000,200000000,Cabagan,Mun
203107000,203100000,200000000,Cabatuan,Mun
203108000,203100000,200000000,City of Cauayan,City
203135000,203100000,200000000,City of Santiago,City
203109000,203100000,200000000,Cordon,Mun
203118000,203100000,200000000,Delfin Albano,Mun
203110000,203100000,200000000,Dinapigue,Mun
203111000,203100000,200000000,Divilacan,Mun
203112000,203100000,200000000,Echague,Mun
203113000,203100000,200000000,Gamu,Mun
203115000,203100000,200000000,Jones,Mun
203116000,203100000,200000000,Luna,Mun
203117000,203100000,200000000,Maconacon,Mun
203119000,203100000,200000000,Mallig,Mun
203120000,203100000,200000000,Naguilian,Mun
203121000,203100000,200000000,Palanan,Mun
203122000,203100000,200000000,Quezon,Mun
203123000,203100000,200000000,Quirino,Mun
203124000,203100000,200000000,Ramon,Mun
203125000,203100000,200000000,Reina Mercedes,Mun
203126000,203100000,200000000,Roxas,Mun
203127000,203100000,200000000,San Agustin,Mun
203128000,203100000,200000000,San Guillermo,Mun
203129000,203100000,200000000,San Isidro,Mun
203130000,203100000,200000000,San Manuel,Mun
203131000,203100000,200000000,San Mariano,Mun
203133000,203100000,200000000,San Pablo,Mun
203134000,203100000,200000000,Santa Maria,Mun
203136000,203100000,200000000,Santo Tomas,Mun
203137000,203100000,200000000,Tumauini,Mun
1403201000,1403200000,1400000000,Balbalan,Mun
1403206000,1403200000,1400000000,Lubuagan,Mun
1403208000,1403200000,1400000000,Pasil,Mun
1403209000,1403200000,1400000000,Pinukpuk,Mun
1403211000,1403200000,1400000000,Rizal,Mun
1403214000,1403200000,1400000000,Tanudan,Mun
1403215000,1403200000,1400000000,Tinglayan,Mun
103301000,103300000,100000000,Agoo,Mun
103302000,103300000,100000000,Aringay,Mun
103303000,103300000,100000000,Bacnotan,Mun
103304000,103300000,100000000,Bagulin,Mun
103305000,103300000,100000000,Balaoan,Mun
103306000,103300000,100000000,Bangar,Mun
103307000,103300000,100000000,Bauang,Mun
103308000,103300000,100000000,Burgos,Mun
103309000,103300000,100000000,Caba,Mun
103314000,103300000,100000000,City of San Fernando,City
103310000,103300000,100000000,Luna,Mun
103311000,103300000,100000000,Naguilian,Mun
103312000,103300000,100000000,Pugo,Mun
103313000,103300000,100000000,Rosario,Mun
103315000,103300000,100000000,San Gabriel,Mun
103316000,103300000,100000000,San Juan,Mun
103317000,103300000,100000000,Santo Tomas,Mun
103318000,103300000,100000000,Santol,Mun
103319000,103300000,100000000,Sudipen,Mun
103320000,103300000,100000000,Tubao,Mun
403401000,403400000,400000000,Alaminos,Mun
403402000,403400000,400000000,Bay,Mun
403406000,403400000,400000000,Calauan,Mun
403407000,403400000,400000000,Cavinti,Mun
403405000,403400000,400000000,City of Calamba,City
403424000,403400000,400000000,City of San Pablo,City
403408000,403400000,400000000,Famy,Mun
403409000,403400000,400000000,Kalayaan,Mun
403410000,403400000,400000000,Liliw,Mun
403411000,403400000,400000000,Los Ba?s,Mun
403412000,403400000,400000000,Luisiana,Mun
403413000,403400000,400000000,Lumban,Mun
403414000,403400000,400000000,Mabitac,Mun
403415000,403400000,400000000,Magdalena,Mun
403416000,403400000,400000000,Majayjay,Mun
403417000,403400000,400000000,Nagcarlan,Mun
403418000,403400000,400000000,Paete,Mun
403419000,403400000,400000000,Pagsanjan,Mun
403420000,403400000,400000000,Pakil,Mun
403421000,403400000,400000000,Pangil,Mun
403422000,403400000,400000000,Pila,Mun
403423000,403400000,400000000,Rizal,Mun
403426000,403400000,400000000,Santa Cruz,Mun
403427000,403400000,400000000,Santa Maria,Mun
403429000,403400000,400000000,Siniloan,Mun
403430000,403400000,400000000,Victoria,Mun
1003501000,1003500000,1000000000,Bacolod,Mun
1003502000,1003500000,1000000000,Baloi,Mun
1003503000,1003500000,1000000000,Baroy,Mun
1030900000,1030900000,1000000000,City of Iligan,City
1003505000,1003500000,1000000000,Kapatagan,Mun
1003507000,1003500000,1000000000,Kauswagan,Mun
1003508000,1003500000,1000000000,Kolambugan,Mun
1003509000,1003500000,1000000000,Lala,Mun
1003510000,1003500000,1000000000,Linamon,Mun
1003511000,1003500000,1000000000,Magsaysay,Mun
1003512000,1003500000,1000000000,Maigo,Mun
1003514000,1003500000,1000000000,Munai,Mun
1003515000,1003500000,1000000000,Nunungan,Mun
1003519000,1003500000,1000000000,Sapad,Mun
1003520000,1003500000,1000000000,Tagoloan,Mun
1003521000,1003500000,1000000000,Tangcal,Mun
1003522000,1003500000,1000000000,Tubod,Mun
1903602000,1903600000,1900000000,Balabagan,Mun
1903633000,1903600000,1900000000,Buadiposo-Buntong,Mun
1903606000,1903600000,1900000000,Bubong,Mun
1903637000,1903600000,1900000000,Amai Manabilang,Mun
1903607000,1903600000,1900000000,Butig,Mun
1903617000,1903600000,1900000000,City of Marawi,City
1903624000,1903600000,1900000000,Ditsaan-Ramain,Mun
1903610000,1903600000,1900000000,Kapai,Mun
1903639000,1903600000,1900000000,Kapatagan,Mun
1903611000,1903600000,1900000000,Lumba-Bayabao,Mun
1903641000,1903600000,1900000000,Lumbaca-Unayan,Mun
1903612000,1903600000,1900000000,Lumbatan,Mun
1903636000,1903600000,1900000000,Lumbayanague,Mun
1903613000,1903600000,1900000000,Madalum,Mun
1903614000,1903600000,1900000000,Madamba,Mun
1903615000,1903600000,1900000000,Malabang,Mun
1903616000,1903600000,1900000000,Marantao,Mun
1903631000,1903600000,1900000000,Marogong,Mun
1903618000,1903600000,1900000000,Masiu,Mun
1903619000,1903600000,1900000000,Mulondo,Mun
1903621000,1903600000,1900000000,Piagapo,Mun
1903635000,1903600000,1900000000,Picong,Mun
1903622000,1903600000,1900000000,Poona Bayabao,Mun
1903640000,1903600000,1900000000,Sultan Dumalondong,Mun
1903626000,1903600000,1900000000,Tamparan,Mun
1903627000,1903600000,1900000000,Taraka,Mun
1903628000,1903600000,1900000000,Tubaran,Mun
1903630000,1903600000,1900000000,Wao,Mun
803701000,803700000,800000000,Abuyog,Mun
803702000,803700000,800000000,Alangalang,Mun
803703000,803700000,800000000,Albuera,Mun
803705000,803700000,800000000,Babatngon,Mun
803706000,803700000,800000000,Barugo,Mun
803707000,803700000,800000000,Bato,Mun
803710000,803700000,800000000,Burauen,Mun
803713000,803700000,800000000,Calubian,Mun
803714000,803700000,800000000,Capoocan,Mun
803715000,803700000,800000000,Carigara,Mun
831600000,831600000,800000000,City of Tacloban,City
803717000,803700000,800000000,Dagami,Mun
803718000,803700000,800000000,Dulag,Mun
803719000,803700000,800000000,Hilongos,Mun
803720000,803700000,800000000,Hindang,Mun
803721000,803700000,800000000,Inopacan,Mun
803723000,803700000,800000000,Jaro,Mun
803724000,803700000,800000000,Javier,Mun
803725000,803700000,800000000,Julita,Mun
803726000,803700000,800000000,Kananga,Mun
803728000,803700000,800000000,La Paz,Mun
803729000,803700000,800000000,Leyte,Mun
803730000,803700000,800000000,Macarthur,Mun
803731000,803700000,800000000,Mahaplag,Mun
803733000,803700000,800000000,Matag-Ob,Mun
803734000,803700000,800000000,Matalom,Mun
803735000,803700000,800000000,Mayorga,Mun
803736000,803700000,800000000,Merida,Mun
803738000,803700000,800000000,Ormoc City,City
803739000,803700000,800000000,Palo,Mun
803740000,803700000,800000000,Palompon,Mun
803741000,803700000,800000000,Pastrana,Mun
803743000,803700000,800000000,San Miguel,Mun
803744000,803700000,800000000,Santa Fe,Mun
803745000,803700000,800000000,Tabango,Mun
803746000,803700000,800000000,Tabontabon,Mun
803748000,803700000,800000000,Tanauan,Mun
803749000,803700000,800000000,Tolosa,Mun
803750000,803700000,800000000,Tunga,Mun
803751000,803700000,800000000,Villaba,Mun
1908702000,1908700000,1900000000,Buldon,Mun
1908703000,1908700000,1900000000,City of Cotabato,City
1908705000,1908700000,1900000000,Datu Odin Sinsuat,Mun
1908707000,1908700000,1900000000,Matanog,Mun
1908709000,1908700000,1900000000,Parang,Mun
1908713000,1908700000,1900000000,Upi,Mun
1704001000,1704000000,1700000000,Boac,Mun
1704002000,1704000000,1700000000,Buenavista,Mun
1704003000,1704000000,1700000000,Gasan,Mun
1704004000,1704000000,1700000000,Mogpog,Mun
1704005000,1704000000,1700000000,Santa Cruz,Mun
1704006000,1704000000,1700000000,Torrijos,Mun
504101000,504100000,500000000,Aroroy,Mun
504102000,504100000,500000000,Baleno,Mun
504103000,504100000,500000000,Balud,Mun
504104000,504100000,500000000,Batuan,Mun
504105000,504100000,500000000,Cataingan,Mun
504106000,504100000,500000000,Cawayan,Mun
504111000,504100000,500000000,City of Masbate,City
504107000,504100000,500000000,Claveria,Mun
504108000,504100000,500000000,Dimasalang,Mun
504109000,504100000,500000000,Esperanza,Mun
504110000,504100000,500000000,Mandaon,Mun
504112000,504100000,500000000,Milagros,Mun
504113000,504100000,500000000,Mobo,Mun
504114000,504100000,500000000,Monreal,Mun
504115000,504100000,500000000,Palanas,Mun
504117000,504100000,500000000,Placer,Mun
504118000,504100000,500000000,San Fernando,Mun
504119000,504100000,500000000,San Jacinto,Mun
504120000,504100000,500000000,San Pascual,Mun
504121000,504100000,500000000,Uson,Mun
1004201000,1004200000,1000000000,Aloran,Mun
1004202000,1004200000,1000000000,Baliangao,Mun
1004203000,1004200000,1000000000,Bonifacio,Mun
1004204000,1004200000,1000000000,Calamba,Mun
1004209000,1004200000,1000000000,City of Oroquieta,City
1004210000,1004200000,1000000000,City of Ozamiz,City
1004215000,1004200000,1000000000,City of Tangub,City
1004205000,1004200000,1000000000,Clarin,Mun
1004206000,1004200000,1000000000,Concepcion,Mun
1004207000,1004200000,1000000000,Jimenez,Mun
1004208000,1004200000,1000000000,Lopez Jaena,Mun
1004211000,1004200000,1000000000,Panaon,Mun
1004212000,1004200000,1000000000,Plaridel,Mun
1004213000,1004200000,1000000000,Sapang Dalaga,Mun
1004214000,1004200000,1000000000,Sinacaban,Mun
1004216000,1004200000,1000000000,Tudela,Mun
1004301000,1004300000,1000000000,Alubijid,Mun
1004302000,1004300000,1000000000,Balingasag,Mun
1004303000,1004300000,1000000000,Balingoan,Mun
1030500000,1030500000,1000000000,City of Cagayan De Oro,City
1004308000,1004300000,1000000000,City of Gingoog,City
1004306000,1004300000,1000000000,Claveria,Mun
1004309000,1004300000,1000000000,Gitagum,Mun
1004310000,1004300000,1000000000,Initao,Mun
1004311000,1004300000,1000000000,Jasaan,Mun
1004312000,1004300000,1000000000,Kinoguitan,Mun
1004313000,1004300000,1000000000,Lagonglong,Mun
1004314000,1004300000,1000000000,Laguindingan,Mun
1004315000,1004300000,1000000000,Libertad,Mun
1004316000,1004300000,1000000000,Lugait,Mun
1004317000,1004300000,1000000000,Magsaysay,Mun
1004318000,1004300000,1000000000,Manticao,Mun
1004319000,1004300000,1000000000,Medina,Mun
1004320000,1004300000,1000000000,Naawan,Mun
1004321000,1004300000,1000000000,Opol,Mun
1004322000,1004300000,1000000000,Salay,Mun
1004323000,1004300000,1000000000,Sugbongcogon,Mun
1004324000,1004300000,1000000000,Tagoloan,Mun
1004325000,1004300000,1000000000,Talisayan,Mun
1004326000,1004300000,1000000000,Villanueva,Mun
1404401000,1404400000,1400000000,Barlig,Mun
1404402000,1404400000,1400000000,Bauko,Mun
1404403000,1404400000,1400000000,Besao,Mun
1404404000,1404400000,1400000000,Bontoc,Mun
1404405000,1404400000,1400000000,Natonin,Mun
1404406000,1404400000,1400000000,Paracelis,Mun
1404407000,1404400000,1400000000,Sabangan,Mun
1404408000,1404400000,1400000000,Sadanga,Mun
1404409000,1404400000,1400000000,Sagada,Mun
1404410000,1404400000,1400000000,Tadian,Mun
604503000,604500000,600000000,Binalbagan,Mun
604505000,604500000,600000000,Calatrava,Mun
604506000,604500000,600000000,Candoni,Mun
604507000,604500000,600000000,Cauayan,Mun
630200000,630200000,600000000,City of Bacolod,City
604502000,604500000,600000000,City of Bago,City
604504000,604500000,600000000,City of Cadiz,City
604509000,604500000,600000000,City of Escalante,City
604510000,604500000,600000000,City of Himamaylan,City
604515000,604500000,600000000,City of Kabankalan,City
604516000,604500000,600000000,City of La Carlota,City
604523000,604500000,600000000,City of Sagay,City
604524000,604500000,600000000,City of San Carlos,City
604526000,604500000,600000000,City of Silay,City
604527000,604500000,600000000,City of Sipalay,City
604528000,604500000,600000000,City of Talisay,City
604531000,604500000,600000000,City of Victorias,City
604508000,604500000,600000000,Enrique B. Magalona,Mun
604511000,604500000,600000000,Hinigaran,Mun
604512000,604500000,600000000,Hinoba-an,Mun
604513000,604500000,600000000,Ilog,Mun
604514000,604500000,600000000,Isabela,Mun
604517000,604500000,600000000,La Castellana,Mun
604518000,604500000,600000000,Manapla,Mun
604519000,604500000,600000000,Moises Padilla,Mun
604520000,604500000,600000000,Murcia,Mun
604521000,604500000,600000000,Pontevedra,Mun
604522000,604500000,600000000,Pulupandan,Mun
604532000,604500000,600000000,Salvador Benedicto,Mun
604525000,604500000,600000000,San Enrique,Mun
604529000,604500000,600000000,Toboso,Mun
604530000,604500000,600000000,Valladolid,Mun
704601000,704600000,700000000,Amlan,Mun
704602000,704600000,700000000,Ayungon,Mun
704603000,704600000,700000000,Bacong,Mun
704605000,704600000,700000000,Basay,Mun
704607000,704600000,700000000,Bindoy,Mun
704604000,704600000,700000000,City of Bais,City
704606000,704600000,700000000,City of Bayawan,City
704608000,704600000,700000000,City of Canlaon,City
704610000,704600000,700000000,City of Dumaguete,City
704609000,704600000,700000000,Dauin,Mun
704612000,704600000,700000000,Jimalalud,Mun
704613000,704600000,700000000,La Libertad,Mun
704614000,704600000,700000000,Mabinay,Mun
704615000,704600000,700000000,Manjuyod,Mun
704616000,704600000,700000000,Pamplona,Mun
704617000,704600000,700000000,San Jose,Mun
704618000,704600000,700000000,Santa Catalina,Mun
704619000,704600000,700000000,Siaton,Mun
704620000,704600000,700000000,Sibulan,Mun
704622000,704600000,700000000,Tayasan,Mun
704623000,704600000,700000000,Valencia,Mun
704624000,704600000,700000000,Vallehermoso,Mun
704625000,704600000,700000000,Zamboanguita,Mun
804801000,804800000,800000000,Allen,Mun
804802000,804800000,800000000,Biri,Mun
804803000,804800000,800000000,Bobon,Mun
804804000,804800000,800000000,Capul,Mun
804805000,804800000,800000000,Catarman,Mun
804806000,804800000,800000000,Catubig,Mun
804807000,804800000,800000000,Gamay,Mun
804808000,804800000,800000000,Laoang,Mun
804809000,804800000,800000000,Lapinig,Mun
804810000,804800000,800000000,Las Navas,Mun
804811000,804800000,800000000,Lavezares,Mun
804824000,804800000,800000000,Lope De Vega,Mun
804812000,804800000,800000000,Mapanas,Mun
804813000,804800000,800000000,Mondragon,Mun
804814000,804800000,800000000,Palapag,Mun
804815000,804800000,800000000,Pambujan,Mun
804816000,804800000,800000000,Rosario,Mun
804817000,804800000,800000000,San Antonio,Mun
804818000,804800000,800000000,San Isidro,Mun
804819000,804800000,800000000,San Jose,Mun
804820000,804800000,800000000,San Roque,Mun
804821000,804800000,800000000,San Vicente,Mun
804822000,804800000,800000000,Silvino Lobos,Mun
804823000,804800000,800000000,Victoria,Mun
304901000,304900000,300000000,Aliaga,Mun
304902000,304900000,300000000,Bongabon,Mun
304904000,304900000,300000000,Cabiao,Mun
304905000,304900000,300000000,Carranglan,Mun
304903000,304900000,300000000,City of Cabanatuan,City
304908000,304900000,300000000,City of Gapan,City
304919000,304900000,300000000,City of Palayan,City
304906000,304900000,300000000,Cuyapo,Mun
304907000,304900000,300000000,Gabaldon,Mun
304909000,304900000,300000000,General Mamerto Natividad,Mun
304910000,304900000,300000000,General Tinio,Mun
304911000,304900000,300000000,Guimba,Mun
304912000,304900000,300000000,Jaen,Mun
304913000,304900000,300000000,Laur,Mun
304914000,304900000,300000000,Licab,Mun
304915000,304900000,300000000,Llanera,Mun
304916000,304900000,300000000,Lupao,Mun
304918000,304900000,300000000,Nampicuan,Mun
304920000,304900000,300000000,Pantabangan,Mun
304921000,304900000,300000000,Pe?randa,Mun
304922000,304900000,300000000,Quezon,Mun
304923000,304900000,300000000,Rizal,Mun
304924000,304900000,300000000,San Antonio,Mun
304925000,304900000,300000000,San Isidro,Mun
304926000,304900000,300000000,San Jose City,City
304927000,304900000,300000000,San Leonardo,Mun
304928000,304900000,300000000,Santa Rosa,Mun
304929000,304900000,300000000,Santo Domingo,Mun
304917000,304900000,300000000,Science City of Mu?z,City
304930000,304900000,300000000,Talavera,Mun
304931000,304900000,300000000,Talugtug,Mun
304932000,304900000,300000000,Zaragoza,Mun
205015000,205000000,200000000,Alfonso Castaneda,Mun
205001000,205000000,200000000,Ambaguio,Mun
205002000,205000000,200000000,Aritao,Mun
205003000,205000000,200000000,Bagabag,Mun
205004000,205000000,200000000,Bambang,Mun
205005000,205000000,200000000,Bayombong,Mun
205006000,205000000,200000000,Diadi,Mun
205007000,205000000,200000000,Dupax del Norte,Mun
205008000,205000000,200000000,Dupax del Sur,Mun
205009000,205000000,200000000,Kasibu,Mun
205010000,205000000,200000000,Kayapa,Mun
205011000,205000000,200000000,Quezon,Mun
205012000,205000000,200000000,Santa Fe,Mun
205013000,205000000,200000000,Solano,Mun
205014000,205000000,200000000,Villaverde,Mun
1705101000,1705100000,1700000000,Abra De Ilog,Mun
1705102000,1705100000,1700000000,Calintaan,Mun
1705103000,1705100000,1700000000,Looc,Mun
1705104000,1705100000,1700000000,Lubang,Mun
1705105000,1705100000,1700000000,Magsaysay,Mun
1705106000,1705100000,1700000000,Mamburao,Mun
1705107000,1705100000,1700000000,Paluan,Mun
1705108000,1705100000,1700000000,Rizal,Mun
1705109000,1705100000,1700000000,Sablayan,Mun
1705110000,1705100000,1700000000,San Jose,Mun
1705111000,1705100000,1700000000,Santa Cruz,Mun
1705201000,1705200000,1700000000,Baco,Mun
1705202000,1705200000,1700000000,Bansud,Mun
1705203000,1705200000,1700000000,Bongabong,Mun
1705204000,1705200000,1700000000,Bulalacao,Mun
1705205000,1705200000,1700000000,City of Calapan,City
1705206000,1705200000,1700000000,Gloria,Mun
1705207000,1705200000,1700000000,Mansalay,Mun
1705208000,1705200000,1700000000,Naujan,Mun
1705209000,1705200000,1700000000,Pinamalayan,Mun
1705210000,1705200000,1700000000,Pola,Mun
1705211000,1705200000,1700000000,Puerto Galera,Mun
1705212000,1705200000,1700000000,Roxas,Mun
1705213000,1705200000,1700000000,San Teodoro,Mun
1705214000,1705200000,1700000000,Socorro,Mun
1705215000,1705200000,1700000000,Victoria,Mun
1705301000,1705300000,1700000000,Aborlan,Mun
1705302000,1705300000,1700000000,Agutaya,Mun
1705303000,1705300000,1700000000,Araceli,Mun
1705304000,1705300000,1700000000,Balabac,Mun
1705305000,1705300000,1700000000,Bataraza,Mun
1705306000,1705300000,1700000000,Brooke'S Point,Mun
1705307000,1705300000,1700000000,Busuanga,Mun
1705308000,1705300000,1700000000,Cagayancillo,Mun
1705309000,1705300000,1700000000,Coron,Mun
1705322000,1705300000,1700000000,Culion,Mun
1705310000,1705300000,1700000000,Cuyo,Mun
1705311000,1705300000,1700000000,Dumaran,Mun
1705312000,1705300000,1700000000,El Nido,Mun
1705321000,1705300000,1700000000,Kalayaan,Mun
1705313000,1705300000,1700000000,Linapacan,Mun
1705314000,1705300000,1700000000,Magsaysay,Mun
1705315000,1705300000,1700000000,Narra,Mun
1705317000,1705300000,1700000000,Quezon,Mun
1705323000,1705300000,1700000000,Rizal,Mun
1705318000,1705300000,1700000000,Roxas,Mun
1705319000,1705300000,1700000000,San Vicente,Mun
1705324000,1705300000,1700000000,Sofronio Espa?la,Mun
1705320000,1705300000,1700000000,Taytay,Mun
305402000,305400000,300000000,Apalit,Mun
305403000,305400000,300000000,Arayat,Mun
305404000,305400000,300000000,Bacolor,Mun
305405000,305400000,300000000,Candaba,Mun
330100000,330100000,300000000,City of Angeles,City
305416000,305400000,300000000,City of San Fernando,City
305406000,305400000,300000000,Floridablanca,Mun
305407000,305400000,300000000,Guagua,Mun
305408000,305400000,300000000,Lubao,Mun
305410000,305400000,300000000,Macabebe,Mun
305411000,305400000,300000000,Magalang,Mun
305412000,305400000,300000000,Masantol,Mun
305413000,305400000,300000000,Mexico,Mun
305414000,305400000,300000000,Minalin,Mun
305415000,305400000,300000000,Porac,Mun
305417000,305400000,300000000,San Luis,Mun
305418000,305400000,300000000,San Simon,Mun
305419000,305400000,300000000,Santa Ana,Mun
305420000,305400000,300000000,Santa Rita,Mun
305422000,305400000,300000000,Sasmuan,Mun
105501000,105500000,100000000,Agno,Mun
105502000,105500000,100000000,Aguilar,Mun
105504000,105500000,100000000,Alcala,Mun
105505000,105500000,100000000,Anda,Mun
105506000,105500000,100000000,Asingan,Mun
105507000,105500000,100000000,Balungao,Mun
105508000,105500000,100000000,Bani,Mun
105509000,105500000,100000000,Basista,Mun
105510000,105500000,100000000,Bautista,Mun
105511000,105500000,100000000,Bayambang,Mun
105512000,105500000,100000000,Binalonan,Mun
105513000,105500000,100000000,Binmaley,Mun
105515000,105500000,100000000,Bugallon,Mun
105516000,105500000,100000000,Burgos,Mun
105517000,105500000,100000000,Calasiao,Mun
